X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
,,717913106,way,9,,hospital,,,,,78249953,,,,574626f68685424893dee1faadd2b676,,,,,,0,3,,2019/12/11 09:05:55,,,,,Haleluya General Hospital,,Dumulu,,,,,,
38.758935784312,8.9989378562353,5743563121,node,15,,dentist,,Debre Zeit Road,,,60466233,,,,588bc1aad59c4820b206c22585616638,,,,,,0,1,,2018/07/06 12:37:25,2,,,,ሲቲ ከፍተኛ ልዩ የጥርስ ህክምና ክሊኒክ,,Jawsi,,,,,,
38.7958103747623,9.01877614466636,8982362118,node,9,,clinic,,,,,109180709,,,,c2ca49401cb44400a85e5b61be639570,,,,,,0,1,,2021/08/05 06:40:24,,,,,ማሬስቶፕስ ኢትዮጵያ,,Manayeh,,,,,,
38.637408581856,8.9155800806318,7433309023,node,9,,pharmacy,,,,,83932211,,,,810c97d95279473eafa9f5335ae4231a,,,,,,0,1,,2020/04/22 10:04:32,,,,,Medhanialem Pharmacy,,Metasebia,,,,,,
38.6847978507422,9.00434158539221,6736192721,node,9,,pharmacy,,,,,73634291,,,,edff84367b994421ac6d70d7a38ac3a2,,,,,,0,1,,2019/08/22 16:50:22,,,,,Siham Pharmacy,,Metasebia,,,,,,
38.7507208486497,9.01391707157765,6749410685,node,12,,clinic,,Ras Abebe Aregay Street,,,73786524,,,,6a4aedf845bb45aeb3b3d8782a9c1958,,,,,,0,1,,2019/08/27 09:24:01,,,,,ኢትዮ-ካናዳ ዲያግኖስቲክ ሴንተር,,Manayeh,,,,,,
38.8099589435001,9.01909826120533,6855641985,node,9,,hospital,,,,,78249953,,,,bb4acfc781ca48e1afa78bd122916fc4,,,,,,0,2,,2019/12/11 09:05:41,,,,,St. Yared general hospital,,Dumulu,,,,,,
35.7396554896442,8.89376441742306,4592675690,node,9,,clinic,,,,,44954457,,,,433b691bde8b4a0192f79418f1fc2265,,,,,,0,1,,2017/01/06 14:25:11,,,,,Haro Gondio Health center,,Binyam Abera,,,,,,
36.8293905769082,7.67594152827004,7526924885,node,6,,clinic,,,,,85312271,,,,e4f5033e4753434090ed50ba42320a58,,,,,,0,1,,2020/05/16 17:43:54,,,,,,,Zizujimma,,,,,,
38.7276492410694,9.04077864049682,844577700,node,15,,pharmacy,,,,,5388111,,,+251 (0) 913 46 0055,d0684f3d3979429c96381f8f9b514fb1,,,,,,0,1,,2010/08/03 09:30:05,,,,,Zacshalom Pharmacy,,AddisMap Meti,,,,yes,,
38.3101310536568,6.40582469958875,6463570986,node,9,,clinic,,,,,70097043,,,,7188238b00014e35a569b0d51b851154,,,,,,0,1,,2019/05/10 06:05:52,,,,,ዶክተር ተስፋሁን ክሊኒክ,,Tinsaebaby,,,,,,
39.0467338780117,12.03645792658,5901731974,node,15,,pharmacy,,,,,62518634,,,,35fc3797eb59489d8088971c38ece329,,,,,,0,1,,2018/09/12 12:15:08,,,,,Aemero Drug Store,,cbeddow,,,,yes,pharmacy,
38.7634245449185,8.9659727530632,8013884587,node,12,,dentist,,Teklehaymanot Building,,,92594018,,,,a0f81050a22b46fda35cda9eb708619c,,,,,,0,1,,2020/10/16 15:58:49,,,,,ዶር. ጌታቸው መካክለኛ የጥርስ ህክምና,,AronB,,,,,,
,,787561974,way,12,,hospital,,,,,85565563,,,,c09ec23f76144cbbafc9b801c2012b79,,,,,,0,2,,2020/05/21 16:42:05,,,,,hawaria H.C,,WorldStar007,,,,,hospital,
38.7548386262217,9.02644885501238,7232915286,node,6,,doctors,,,,,81321089,,,,3dab3b605b184f6d93b6c3b7b5ec6f15,,,,,,0,1,,2020/02/21 14:13:28,,,,,,,Binyam Abera,,,,,,
36.8295423731747,7.67621259901867,7506993985,node,6,,hospital,,,,,90188501,,,,ef14db168b604d4386d104145fb1e8a5,,,,,,0,2,,2020/08/31 11:16:40,,,,,,,mapper7313,,,,,,
38.7895618335845,9.00571336766561,6329251387,node,12,,clinic,,,,,92494003,,,,98dac21e64dd4ca19a926b3683f26f8f,,,,,,0,2,,2020/10/14 21:39:27,,,,,wisdom dental clinic,,Kalepom,,,,,clinic,
38.7349678998254,8.93869435209919,6726216698,node,9,,pharmacy,,,,,73529844,,,,4e4a26c5559d4e9088b619356b0cb9f3,,,,,,0,1,,2019/08/20 09:40:17,,,,,Lewi's Pharmacy,,Metasebia,,,,,,
39.4224769952836,8.92609618399135,5720104021,node,9,,pharmacy,,,,,60178799,,,,2bea33a071924f5aa66bfd7db1257e76,,,,,,0,1,,2018/06/26 11:15:13,,,,,አዲስ መድኃኒት መደብር,,Jawsi,,,,,,
39.2825818578512,8.50676574529354,5776864071,node,9,,doctors,,,,,60950378,,,,b7bf180f173f47a593e38846f276012a,,,,,,0,1,,2018/07/22 12:01:13,,,,,Kliniken Seenaa,,self,,,,,,
41.8595169355445,9.58807752278241,4800340422,node,6,,hospital,,,,,89020649,,,,e66de2fcab6c481f9f58403377a48817,,,,,,0,2,,2020/08/06 07:21:33,,,,,,,Dagi96,,,,,,
38.3028131492721,7.26002445200157,4748306268,node,6,,clinic,,,,,47059866,,,,c35ba2032fb84b75bd8c62b9cc5ccd01,,,,,,0,1,,2017/03/22 07:22:38,,,,,,,Palolo,,,,,,
38.7527962916945,8.99139682558814,4737660622,node,6,,clinic,,,,,72234919,,,,f28d5628f9b14a7f9e59d8842cbf48ea,,,,,,0,2,,2019/07/14 14:56:46,,,,,,,self,,,,,,
,,456382051,way,12,,hospital,,,MoH,,56956211,,,,8996defbf5e9474493dffc720acfb060,,,,,,0,2,,2018/03/07 05:30:01,,,,,St Petros Specialized TB Hospital,,bolalala,,,,,,
38.9840613821549,8.74878959521041,1592291967,node,12,,pharmacy,,,,,58440185,,,,137734ae60d24f9c962fba90c5acd4e1,,,,GPS,,0,2,,2018/04/26 11:34:20,,,,,ERCS Bishoftu Pharmarcy.Magaalaa b-Bishooftuu,,Getu Insermu,,,,,,
,,599675556,way,9,,hospital,,,,,60005385,,,,5758e34dff5e451fbc6a45d2a346852e,,,,,,0,2,,2018/06/20 09:58:38,,,,,,,Fred_Go,,,,,yes,
,,310473557,way,9,,clinic,,,,,26456458,,,,f3f07207399a4e9fb44a38f516a0c205,,,,,,0,1,,2014/10/31 09:21:10,,,,,Guard,,dawitshiferaw,,,,,,
38.7376898390619,8.99063398858033,4991751621,node,6,,dentist,,,,,50546642,,,,b109e032a6134e87b677e1d313742969,,,,,,0,1,,2017/07/25 06:47:38,,,,,,,Mohammed Bukur,,,,,,
38.2729821235156,10.8675429395302,5698674323,node,9,,pharmacy,,,,,59934774,,,,006580a1a3f9401d93cbdd5cea59a232,,,,,,0,1,,2018/06/18 08:23:36,,,,,ምንትዋብ መድኃኒት መደብር,,Jawsi,,,,,,
38.6704518881846,7.35370127242103,1592575153,node,12,,doctors,,,,,10407427,,,,bdb8f2a3c097481194654226b1a70b9d,,,,"GPS,Photo",,0,1,,2012/01/16 11:23:34,,,,,Dr. Beny Medical Center,,self,,,,,,
38.7389951528432,9.04918996415049,6464288917,node,21,,pharmacy,,Arbegnoch Street,Munira Dawud,,70105833,,,,553c6ce1ea3a41b2a195ea4e007108f2,,,,,,0,1,,2019/05/10 11:30:36,9837,9837,,,Zemuad Pharmaceutical and Medical Supplies,,Habib Dawud,,,,,,
,,788575455,way,12,,hospital,,,,,85566006,,,,c380d06b994f4782a813ef632347794a,,,,,,0,2,,2020/05/21 16:55:19,,,,,Gindeberet Hospital,,WorldStar007,,,,,hospital,
38.6790344541201,8.99992348422947,6736192715,node,9,,pharmacy,,,,,73634291,,,,6fc80aeac01d4940b251ee4be24bfb7d,,,,,,0,1,,2019/08/22 16:50:22,,,,,Solo Da Pharmacy,,Metasebia,,,,,,
38.8575842467798,8.98636122961858,7305918585,node,6,,pharmacy,,,,,82348062,,,,702f945b197740f591092853179eed8e,,,,,,0,1,,2020/03/18 12:49:14,,,,,,,Binyam Abera,,,,,,
,,443152613,way,9,,hospital,,,,,111087945,,,,29e774c7a93440ae9baffdda4f8f906c,,,,,,0,3,,2021/09/12 09:27:02,,,,,Haike Meshal Health Center,,osm_saint-louis,,,,,,
,,310473556,way,9,,clinic,,,,,26456458,,,,55cdd6ffa78c4d7da5a3f579dc7377ac,,,,,,0,1,,2014/10/31 09:21:10,,,,,Guard,,dawitshiferaw,,,,,,
38.7584479575473,8.99582322483505,1435213269,node,9,,doctors,,,,,9321812,,,,884c1731a0194161b04841c27ca02133,,,,,,0,1,,2011/09/17 08:13:16,,,,,Marie Stops Clinic,,AddisMap Alazar,,,,,,
38.7683258627992,8.96064513158709,6718704360,node,9,,pharmacy,,,,,73447002,,,,94532c428ce444c394ec5c430c9c1bb0,,,,,,0,1,,2019/08/17 16:43:31,,,,,Bloom Pharmacy,,Metasebia,,,,,,
,,788575444,way,9,,hospital,,,,,85565563,,,,725e0508248b4a6082175b645c8e7a6e,,,,,,0,2,,2020/05/21 16:42:05,,,,,,,WorldStar007,,,,,hospital,
38.746672724693,9.03136014735784,7398323192,node,6,,hospital,,,,,107278905,,,,9552165d3fcf42ffa504ef7b4c5bd94c,,,,,,0,2,,2021/07/01 20:36:27,,,,,,,DannyG2216,,,,,,
42.0579774362786,9.35495718187354,6786417986,node,9,,pharmacy,,,,,74324803,,,,3177ba9eb5094b429216273892b7ddc4,,,,,,0,1,,2019/09/10 18:21:11,,,,,Bole Pharmacy,,Metasebia,,,,,,
,,787549840,way,9,,hospital,,,,,85565563,,,,28c54e55a0634a46b4e8682d4576b423,,,,,,0,2,,2020/05/21 16:42:05,,,,,,,WorldStar007,,,,,hospital,
38.8217949451524,9.01866835339155,4967928754,node,9,,pharmacy,,,,,50252617,,,,2eb9fcc425604b52b5e23e107f638365,,,,,,0,1,,2017/07/13 09:30:27,,,,Addis Ababa,,,Girum Asrat,,,,,,
37.4494233401629,9.01289783215174,6977395885,node,9,,clinic,,,,,77086373,,,,e9d8d4bc108f4d0dbcc2adcdb32e89f3,,,,,,0,1,,2019/11/14 17:06:17,,,,,ኦሊ መካከለኛ የጥርስ,,Hadha:,,,,,,
39.9165500380461,8.86883957105113,6618209985,node,12,,clinic,,,Sr. Messay Solomon,,72286420,,,,9a55f61a87ab447785fccf8f86c4b4de,,Mo-Sa 00:00-24:00,,,,0,1,,2019/07/16 03:42:42,,,,,,,firu8,,,,,,
38.4781585403485,7.04522837635358,4504605490,node,6,,pharmacy,,,,,43704369,,,,ef52bf17f17040f48973249e4c27367c,,,,,,0,1,,2016/11/16 16:43:54,,,,,,,Zerihun,,,,,,
,,787549768,way,18,,hospital,,,,,85600511,,,,647093159bba4fc0963844e239b623a9,,,,GeoDatabase,,0,3,yes,2020/05/22 09:24:55,,,,,Aksum K'Idist Maryam Hospital,,Ambassador_Spock,,,,,hospital,
38.7110041224713,9.03360088153323,5827481793,node,18,,pharmacy,,New Ambo Road,Ato Ketema,,61594352,,,,f3be70df2cd54c958e1615bbd0a6de5e,,Mo-Su 08:00-21:00,,,,0,1,,2018/08/12 16:59:07,,,,,ከተማ መድሀኒት ቤት,,AbrahamWolde,,,,,,
38.7332303312975,9.04495936616172,5058229722,node,6,,clinic,,,,,51434322,,,,21978c34668d4ee4ab86fef345b0183d,,,,,,0,1,,2017/08/25 13:16:01,,,,,,,Endale Deboch,,,,,,
38.7295729716668,9.0336473172768,844577692,node,18,,pharmacy,,,,,5388111,,,+251(0) 112 750 227,3e09ade99060467c9fe051d73c2769bf,,,,,,0,1,,2010/08/03 09:30:05,,,,Addis Ababa,Harar Pharmacy,,AddisMap Meti,,,,yes,,
38.7382566233545,9.01081509685119,6738259938,node,9,,pharmacy,,,,,73656041,,,,f63df4fe288e4ac7b50c471afd8d2f8d,,,,,,0,1,,2019/08/23 09:20:02,,,,,Abyssinia Pharmacy,,Metasebia,,,,,,
38.7645425231638,8.95733654294742,6718704344,node,12,,pharmacy,,,,,112136298,,,,2ec1b6dbcb9c4735841a78e3c60e8483,,,,,,0,2,,2021/10/05 18:40:13,,,,,Woyn Pharmacy,,Jorisbo,,,,,pharmacy,
,,788575477,way,9,,hospital,,,,,85566006,,,,3727a4b7f8cf48808c59cfc0b5c16419,,,,,,0,2,,2020/05/21 16:55:19,,,,,,,WorldStar007,,,,,hospital,
,,787549831,way,9,,hospital,,,,,85600511,,,,dc0393b8d7484ab7912d5763b125a553,,,,,,0,3,,2020/05/22 09:24:55,,,,,,,Ambassador_Spock,,,,,hospital,
36.8566871666021,7.6827039639314,7489813785,node,12,,hospital,,,,,88783085,,,,bd4ec340e52c45e8a0e5f3e56bf44011,,,,,,0,2,,2020/07/31 12:40:22,,,,,comprehensive chronic care and training center,,mapper7313,,,,,hospital,
38.0368341553615,7.9566685646335,3181570572,node,9,,clinic,,,,,26719947,,,,87ca4246edbd4b089dab427ba3ab708e,,,,,,0,1,,2014/11/11 19:48:40,,,,,Zizecio Clinic,,gigisub,,,,,,
44.6732890576519,5.30971609697059,5540597724,node,6,,clinic,,,,,57944823,,,,5e4be05e46484d568c82adf1c6ea77be,,,,,,0,1,,2018/04/09 15:51:53,,,,,,,Abshir Hussein,,,,,,
37.4665300501688,12.6072486850709,3247277831,node,12,,pharmacy,,,,,27623135,,,,45abf52567164fd1a0a34ed9a1dd22d3,,,,,,0,1,,2014/12/22 04:56:23,,,,,Dirma Pharmacy,,Sarvihepo,,,,no,,
,,263726740,way,12,,hospital,,,,,107260925,,,,c13c470517a949168c2aa8abe80f83fb,,,,,,0,2,,2021/07/01 12:53:26,,,,,Adigrat Ras Sibhat Hospital,,Hansekogge48,,,,,hospital,
38.7468860441288,8.93806864302729,800904452,node,12,,hospital,,,,,5135425,,,,105b76aea04444e3af7ad596cd3738fc,,,,Photo IMG_3366.JPG,,0,2,,2010/07/04 17:59:37,,,,,Selihom Clinic,,self,,,,,,
,,52986370,way,9,,hospital,,,,,14174354,,,,b7cae377902e4f0589d60faffdc23afc,,,,,,0,3,,2012/12/06 12:01:41,,,,,Signum Vitae Eye Clinic,,self,,,,,,
38.693954241769,9.00397797843254,6736192729,node,9,,pharmacy,,,,,73634291,,,,d69d5add2ab448c9946ed6a95c83991f,,,,,,0,1,,2019/08/22 16:50:22,,,,,Al- Afia Pharmacy,,Metasebia,,,,,,
,,50833561,way,15,,hospital,,,,,79207171,,,,2b7ccf1628ec41ee97271f9a3533cbb4,,,,,,0,5,,2020/01/05 08:26:59,,1138,,Addis Ababa,Bethezata Hospital ቤተዛታ ሆስፒታል,,yaredsh,,,,,,
38.7827076999024,8.98948969115906,6847783185,node,6,,clinic,,,,,75237424,,,,6db32ecc7b254f379761c50ce11eae14,,,,,,0,1,,2019/10/03 14:09:08,,,,,,,AronB,,,,,,
38.7448913188115,8.95448233727876,6716252370,node,9,,pharmacy,,,,,73425131,,,,98ccd51754b4474983e239090704eb1d,,,,,,0,1,,2019/08/16 17:38:58,,,,,Yodi Pharmacy,,Metasebia,,,,,,
38.4915648915603,7.0465902679812,4504644789,node,6,,pharmacy,,,,,43704369,,,,1354b2dcf3014cedb98f748259e56c2e,,,,,,0,1,,2016/11/16 16:43:47,,,,,,,Zerihun,,,,,,
38.4867817585144,7.03732583422254,4504605392,node,6,,pharmacy,,,,,43704369,,,,9677fbc9746f45cba4065bbac0eec270,,,,,,0,1,,2016/11/16 16:44:09,,,,,,,Zerihun,,,,,,
,,737904613,way,6,,hospital,,,,,76109801,,,,d9191d44afde4d23a5a93ca443f8c3cc,,,,,,0,1,,2019/10/23 14:39:38,,,,,,,Correcaminos604,,,,,,
,,-7080069,way,9,,hospital,,,,,,,,,e4cc27047e18495bad7f3a8c9b51a8b0,,,,,,0,,,,,,,,Tikur Anbass General Specialized Hospital,,,,,,,hospital,
38.7237226547088,9.03379961645749,8073085517,node,9,,hospital,,,,,93386327,,,,0996c9646c8c482d9c008ec7b1db0de1,,,,,,0,1,,2020/11/02 00:59:18,,,,,አዲስ ከተማ ጤና ጣቢያ,,Daniel Amare,,,,,,
38.7374158346472,9.02955795435651,6738259916,node,9,,pharmacy,,,,,73656041,,,,cbd10cc7ec8e42dca739133d800c306f,,,,,,0,1,,2019/08/23 09:20:02,,,,,St. Lalibela Pharmacy,,Metasebia,,,,,,
39.4211245752066,8.92430128324577,5720103122,node,9,,pharmacy,,,,,60178799,,,,9ff4e9ac472d4f67aa51ad24f112c6cd,,,,,,0,1,,2018/06/26 11:15:06,,,,,ወይንሸት መድኃኒት መደብር,,Jawsi,,,,,,
,,439325036,way,9,,clinic,,,,,41732139,,,,4cc3a7e4869b41bf909a6f0e5f58058d,,,,,,0,1,,2016/08/27 09:59:05,,,,,Wojel Health Center,,lostserenity123,,,,,,
36.5117556739389,9.20149098883195,1298133865,node,9,,hospital,,,,,8232059,,,,f64e7ba8760d4f4a8daad0074562bcbb,,,,,,0,1,,2011/05/24 05:26:23,,,,,Health Center,,jermal,,,,,,
38.7620679338899,8.99831298535369,4554091892,node,9,,clinic,,,,,44401739,,,,f864161377314c5e881e87d9f882701f,,,,,,0,1,,2016/12/14 16:36:25,,,,,ቢሃም ልዩ የህፃናት ክሊንክ,,FuadJ,,,,,,
37.4701794469915,12.6117880723726,595145639,node,12,,pharmacy,,,,,67472525,,,,f305c82bca9940b78599aba5231bb9c7,,,,,,0,3,,2019/02/22 16:42:28,,,,,Goha,,Befkadu,,,,yes,,
,,542776730,way,12,,clinic,,,,,54075066,,,,d470b2f43eb2434da9e68c606dcbe22f,,,,,,0,1,,2017/11/25 15:33:15,,,,,Bitania Clinic,,teddyumd,,,,,clinic,
,,317326008,way,12,,hospital,,,,,27475557,,,,5ef756da5cc04932913efe94e774e115,,,,,,0,1,no,2014/12/15 07:20:34,,,,,Effesson Regional Hospital,,chadrob,,,,,,
,,788575486,way,12,,hospital,,,,,85566006,,,,22713ee1507346adb766b246381def7f,,,,,,0,2,,2020/05/21 16:55:19,,,,,አሳይታ ሪፈራል ሆስፒታል,,WorldStar007,,,,,hospital,
40.1664997317848,8.99316993338547,6786427846,node,9,,pharmacy,,,,,74325484,,,,a4aebee127ff4c5182a7ab30a333b8e2,,,,,,0,1,,2019/09/10 18:46:02,,,,,Selam Drug Store,,Metasebia,,,,,,
38.7813399409425,8.99270155263613,3293032948,node,15,,pharmacy,,,,,92494003,,,,b118a0c122924670b6cabde12c8675f7,,,,,,0,3,,2020/10/14 21:39:27,,,,,Abadir Pharmacy,,Kalepom,,,,no,pharmacy,
38.4798716337191,7.03894815158179,4861397671,node,9,,clinic,,,,,48783545,,,,7ab2b602cf144cd1ac6c55f1e6994abe,,,,,,0,1,,2017/05/18 08:37:02,,,,,Dr Mulat,,Palolo,,,,,,
38.679953194527,8.99832027760945,5225074922,node,9,,clinic,,,,,53719246,,,,3f2c312d2669427c8e33b46b8f25e66d,,,,,,0,1,,2017/11/12 17:43:18,,,,,ጀሞ,,Amanuel minda,,,,,,
42.1219440979854,9.31208986593035,6786410571,node,9,,pharmacy,,,,,74324803,,,,4ece5af15c2f4de7b512df337cfa8c6c,,,,,,0,1,,2019/09/10 18:21:11,,,,,Ras Pharmacy,,Metasebia,,,,,,
38.7803846554378,9.03287668509904,6929805085,node,12,,hospital,,,,,76866949,,,,9d4a2e42f7634cad8fa44fe4e7a79cc4,,,,,,0,2,,2019/11/10 12:37:05,,,,,ጆይ የማህፀንና ፅንስ ሆስፒታል,,SerV,,,,,hospital,
,,787549809,way,9,,hospital,,,,,83040580,,,,f56b5f7d93c14b20a7e148f08bc954e7,,,,,,0,1,,2020/04/03 14:51:38,,,,,,,WorldStar007,,,,,hospital,
,,379705567,way,15,,hospital,,,,,72089235,,,,e0d79ccc98294e4c809e4271cf88f6f6,,"Mo-Fr 08:00-18:00;Sa 08:00-15:00;24/7 ""for emergencies""",,,,0,5,,2019/07/10 11:01:05,,,,Addis Ababa,Nordic Medical Centre,,self,,,,,,
38.7398605843458,9.01185143535957,8001840185,node,9,,hospital,,,,,92381658,,,,76a19a88b0864280ac15674172dd360a,,,,,,0,1,,2020/10/13 02:58:24,,,,,የኢትዮጵያ ፌደራል ፖሊስ ሆስፒታል,,Psalms,,,,,,
38.7614371956761,9.0620740389756,7340441785,node,9,,pharmacy,,,,,82754449,,,,aa2ceeca2bb047cb987164393a8b132c,,,,,,0,2,,2020/03/28 14:10:32,,,,,(የግል ፋርማሲ),,Miklol_Girma,,,,,,
36.2036996937352,5.27492399036376,7153138829,node,18,,clinic,,,Humedica,,79957153,,,,c26179522db94ff1a394e3c9609c5bae,,,,,,0,1,,2020/01/23 07:06:12,,,,,Dus Health Clinic,,Gullele,,,,,clinic,public
37.3702077334697,11.6064197742161,5661188739,node,9,,pharmacy,,,,,59510011,,,,abbfb3aa19f641b582bb8a690c066541,,,,,,0,1,,2018/06/03 14:13:30,,,,,ግዮን ፋርማሲ,,Samuel Berhanu,,,,,,
36.6062579441829,7.14874152778521,2302376933,node,9,,doctors,,,,,16109751,,,,530cbe64838c401c980d15a925d26800,,,,,,0,1,,2013/05/13 12:46:54,,,,,Mecha Health Center,,RasRoach,,,,,,
35.424921228087,7.19717099085531,6839483198,node,6,,clinic,,,,,75129178,,,,c5a58347db17473785793b25fe62fc14,,,,,,0,1,,2019/10/01 06:03:15,,,,,,,ፍራንሲስ ቨርቹአል,,,,,,
,,44679053,way,9,,hospital,,,,,14614170,,,,9517c669ca394f92a4a2f08bacf59889,,,,,,0,3,,2013/01/11 19:26:52,,,,,Balcha Hospital,,AddisMap Meti,,,,,,
,,310473555,way,6,,clinic,,,,,26456458,,,,c74dae6a76a74982b7e559b3feb31c5c,,,,,,0,1,,2014/10/31 09:21:10,,,,,,,dawitshiferaw,,,,,,
,,787549810,way,9,,hospital,,,,,85565563,,,,613dacb478764fd7ae9d3a22d4cb2b37,,,,,,0,2,,2020/05/21 16:42:05,,,,,,,WorldStar007,,,,,hospital,
41.4462691601607,11.5904041365463,7008577636,node,18,,clinic,,,ARRA,,77531136,,,,dcab67f042944e83a8e95892678ca9b2,,,operational,UNHCR Field Data Collection,,0,1,,2019/11/25 15:07:12,,,,,,,CartONG_Imports,,,https://wiki.openstreetmap.org/wiki/UNHCR_refugee_camp_mapping_Import,,,
38.7484494367087,9.02077522857326,8005522986,node,9,,hospital,,,,,92449975,,,,3db10e2e11844a04a8fe4f8f455595dd,,,,,,0,1,,2020/10/14 05:46:30,,,,,የኢትዮጵያ የልብ ማእከል,,Jozzzzy a,,,,,,
,,787549825,way,9,,hospital,,,,,85565563,,,,7cfaee919a894cccb3479ac6775d30b3,,,,,,0,2,,2020/05/21 16:42:05,,,,,,,WorldStar007,,,,,hospital,
39.463334749941,14.2779428690228,6314150488,node,6,,clinic,,,,,67735723,,,,82eec46b95fd427fb2ba114cb4f3fcf1,,,,,,0,1,,2019/03/03 12:26:21,,,,,,,FilmonK,,,,,,
,,157107362,way,12,,hospital,,,,,11252770,,,+251 (0) 11 554 55 59/62,26f129e32ab24f80b1664d056544f131,,,,,,0,2,,2012/04/10 14:13:26,,,,,Betsegah Obstetric and Gynacological Special Hospital,,AddisMap Meti,,,,,,
38.759672721239,8.99501168896978,7877347585,node,9,,clinic,,Belo bet st,,,90441929,,,,aaf10ac66a4d483f9a2f875429ba68c8,,,,,,0,1,,2020/09/05 06:43:55,,,,,,,Dagi 92,,,,,,
42.8015703487851,9.3574099781992,5100640727,node,6,,clinic,,,,,51972239,,,,77e3408ec6344e6f8c0ac135cfaa95d1,,,,,,0,1,,2017/09/12 12:55:58,,,,,,,Endale gm,,,,,,
,,787549781,way,9,,hospital,,,,,83040580,,,,00e3c1adb9dc42bb8f4d9e17e8d91b5c,,,,,,0,1,,2020/04/03 14:51:38,,,,,Attat Hospital,,WorldStar007,,,,,,
38.7554048237811,9.01529765484935,1110691820,node,12,,hospital,,,,,11502497,,,,d8e2068060dc4065a02dce2503425da2,,,,,,0,2,,2012/05/04 21:29:40,,,,Addis Ababa,Ghandi Hospital,,AddisMap Meti,,,,,,
,,788575476,way,12,,hospital,,,,,88787690,,,,b5d138c540a24e23949d550ce1589464,,,,,,0,5,,2020/07/31 14:41:39,,,,,ቴፒ አጠቃላይ ሆስፒታል,,mapper7313,,,,,hospital,
,,788575481,way,21,,hospital,,Egypt Street,AFEI Holdings,,85566006,,,,dc65475c83a746f59d93e69137405057,,24/7,,,,0,2,,2020/05/21 16:55:19,,,,,አዲስ አበባ ሲልክ ሮድ አጠቃላይ ሆስፒታል,,WorldStar007,,,,,hospital,
38.8207296890781,9.01871034672646,4967928744,node,12,,pharmacy,,,Ethiopian Red Cross Society,,50252617,,,,cdf14aacd5d64b12b7a30c7fb3ffff06,,,,,,0,1,,2017/07/13 09:30:26,,,,Addis Ababa,,,Girum Asrat,,,,,,
